"...1","Player ID","Player Name","Total (Last 365 Days)","Highest Paying Game","Total (Game)","% of Total","Country"
384,"Aixleft","Zuo, Zixuan","$101,905.09","PLAYERUNKNOWN’S BATTLEGROUNDS","$101,905.09","100.00%","China"
385,"Rush","Yoo, Young Jin","$101,862.17","StarCraft: Remastered","$101,862.17","100.00%","Korea, Republic of"
386,"Canyon","Kim, Geon Bu","$101,861.47","League of Legends","$101,861.47","100.00%","Korea, Republic of"
387,"Obly","Lim, Jung-hyun","$101,718.33","Apex Legends","$101,718.33","100.00%","Korea, Republic of"
387,"SangJoon","Han, Sang-jun","$101,718.33","Apex Legends","$101,718.33","100.00%","Korea, Republic of"
389,"KaronPe","Lee, Min-hyuk","$100,666.67","Apex Legends","$100,666.67","100.00%","Korea, Republic of"
390,"levyfinn02","Levy Finn Rieck","$100,603.33","EA Sports FC 24","$100,603.33","100.00%","Germany"
391,"lehends","Son, Si Woo","$100,412.83","League of Legends","$100,412.83","100.00%","Korea, Republic of"
392,"PocketTrain","Tom Swinton","$100,321.08","Hearthstone","$100,321.08","100.00%","United Kingdom"
393,"BoBoKa","Ye, Zhibiao","$100,005.40","Dota 2","$100,005.40","100.00%","China"
394,"Wox","- -","$99,650.00","Fortnite","$99,650.00","100.00%","Sweden"
395,"xNova","Yap, Jian Wei","$99,005.40","Dota 2","$99,005.40","100.00%","Malaysia"
396,"P1ng","- -","$98,950.00","Fortnite","$98,950.00","100.00%","Ukraine"
397,"OnlyS","Liu, Yang","$98,688.15","PLAYERUNKNOWN'S BATTLEGROUNDS Mobile","$98,688.15","100.00%","China"
398,"TA2000","Aibek Tokaev","$98,000.00","Dota 2","$98,000.00","100.00%","Kazakhstan"
399,"60second","Zhen, Jiankuo","$97,767.55","Teamfight Tactics","$97,767.55","100.00%","China"
400,"LucasXGamer","Lucas Vinicius Batista Rocha","$97,277.35","Clash Royale","$97,277.35","100.00%","Brazil"
401,"Lon9z","Xiao, Haitao","$96,624.15","PLAYERUNKNOWN'S BATTLEGROUNDS Mobile","$96,624.15","100.00%","China"
401,"花花","Chen, Yumeng","$96,624.15","PLAYERUNKNOWN'S BATTLEGROUNDS Mobile","$96,624.15","100.00%","China"
403,"pyw","Xiong, Jiahan","$96,442.50","Dota 2","$96,442.50","100.00%","China"
404,"No!ob","Tony Assaf","$96,000.00","Dota 2","$96,000.00","100.00%","Lebanon"
404,"OmaR","Omar Moughrabi","$96,000.00","Dota 2","$96,000.00","100.00%","Lebanon"
406,"niu","Li, Kongbo","$95,250.00","Dota 2","$95,250.00","100.00%","China"
407,"Levi de Weerd","Levi de Weerd","$95,000.00","EA Sports FC 24","$95,000.00","100.00%","Netherlands"
408,"Sharp","Jo, Ki Seok","$94,944.92","StarCraft: Remastered","$94,944.92","100.00%","Korea, Republic of"
409,"Avivv","- -","$94,695.83","Fortnite","$94,695.83","100.00%","Canada"
410,"watson","Alimzhan Islambekov","$94,075.00","Dota 2","$94,075.00","100.00%","Kazakhstan"
411,"Clix","Cody Conrod","$92,543.75","Fortnite","$92,543.75","100.00%","United States"
412,"Wisper","Adrián Dobles","$91,900.00","Dota 2","$91,900.00","100.00%","Bolivia"
413,"SonicFox","Dominique Mclean","$91,517.60","Mortal Kombat 1","$85,507.60","93.43%","United States"
414,"Hikaru","Hikaru Nakamura","$91,504.00","Chess.com","$91,504.00","100.00%","United States"
415,"XiaoXuan","Shang, Enxuan","$91,495.38","Arena of Valor","$91,495.38","100.00%","China"
416,"bzm","Bozhidar Bozhilov","$91,150.00","Dota 2","$91,150.00","100.00%","Bulgaria"
417,"Light","Lee, Jae Ho","$90,341.28","StarCraft: Remastered","$90,341.28","100.00%","Korea, Republic of"
418,"BatulinS","Aleksandr Batulin","$90,000.00","PLAYERUNKNOWN’S BATTLEGROUNDS","$90,000.00","100.00%","Russian Federation"
418,"Lu","Kirill Lukyanov","$90,000.00","PLAYERUNKNOWN’S BATTLEGROUNDS","$90,000.00","100.00%","Russian Federation"
418,"MiniBoo","Dominykas Lukasevicius","$90,000.00","VALORANT","$90,000.00","100.00%","Lithuania"
418,"Perfect1ks","Dmytrii Dubenyuk","$90,000.00","PLAYERUNKNOWN’S BATTLEGROUNDS","$90,000.00","100.00%","Ukraine"
418,"xmpL","Artem Adarkin","$90,000.00","PLAYERUNKNOWN’S BATTLEGROUNDS","$90,000.00","100.00%","Russian Federation"
423,"SabeRLight-","Jonáš Volek","$89,400.00","Dota 2","$89,400.00","100.00%","Czech Republic"
424,"Adou","Jiang, Tao","$89,312.40","Arena of Valor","$89,312.40","100.00%","China"
424,"Mlan","Peng, Junlan","$89,312.40","Arena of Valor","$89,312.40","100.00%","China"
424,"WanWan","Du, Yuanhang","$89,312.40","Arena of Valor","$89,312.40","100.00%","China"
424,"xDo","Gu, Weixiong","$89,312.40","Arena of Valor","$89,312.40","100.00%","China"
428,"Hera","Hamzah El-Baher","$89,136.94","Age of Empires II","$89,136.94","100.00%","Canada"
429,"LiMing","Li, Ming","$88,931.26","Arena of Valor","$88,931.26","100.00%","China"
430,"volpz","Gabriel Fernandes","$88,907.32","Rainbow Six Siege","$88,907.32","100.00%","Brazil"
431,"RoyaL","Kim, Ji Sung","$88,788.49","StarCraft: Remastered","$88,788.49","100.00%","Korea, Republic of"
432,"YuYang","Zhang, Yang","$88,530.65","PLAYERUNKNOWN'S BATTLEGROUNDS Mobile","$68,530.65","77.41%","China"
433,"Snow","Jang, Yoon Chul","$88,416.77","StarCraft: Remastered","$86,423.67","97.75%","Korea, Republic of"
434,"JT-","Thiay, Jun Wen","$88,005.40","Dota 2","$88,005.40","100.00%","Malaysia"
434,"Monet","Du, Peng","$88,005.40","Dota 2","$88,005.40","100.00%","China"
434,"NothingToSay","Cheng, Jin Xiang","$88,005.40","Dota 2","$88,005.40","100.00%","Malaysia"
437,"Mr Football 88","John Britt IV","$87,375.00","Madden NFL 24","$87,375.00","100.00%","United States"
438,"HeeSang","Chae, Hee sang","$86,916.67","Overwatch 2","$86,916.67","100.00%","Korea, Republic of"
438,"Junbin","Park, Jun Bin","$86,916.67","Overwatch 2","$86,916.67","100.00%","Korea, Republic of"
438,"MAX","Choi, Su Min","$86,916.67","Overwatch 2","$86,916.67","100.00%","Korea, Republic of"
441,"QianShi","Zhou, Kuan","$86,612.15","Arena of Valor","$86,612.15","100.00%","China"
442,"Umut","Umut Gültekin","$86,270.08","EA Sports FC 24","$86,270.08","100.00%","Germany"
443,"Kiro","Troy Alexis","$86,170.83","Fortnite","$86,170.83","100.00%","Netherlands"
444,"CH0R0NG","Sung, Yu Min","$86,095.24","Overwatch 2","$86,095.24","100.00%","Korea, Republic of"
445,"Shinoa","Sheen Perez","$86,000.00","Mobile Legends: Bang Bang","$86,000.00","100.00%","Philippines"
446,"LIP","Lee, Jae Won","$85,666.67","Overwatch 2","$85,666.67","100.00%","Korea, Republic of"
447,"d4sh","Leonardo Lopes","$84,907.32","Rainbow Six Siege","$84,907.32","100.00%","Brazil"
447,"Dotz","João Miranda","$84,907.32","Rainbow Six Siege","$84,907.32","100.00%","Brazil"
447,"L0BIN","Júlio Gabriel","$84,907.32","Rainbow Six Siege","$84,907.32","100.00%","Brazil"
450,"AOLIN","Lei, Kuan Tat","$84,762.48","Arena of Valor","$84,762.48","100.00%","Macao"
450,"Jiezai","Duan, Yongsong","$84,762.48","Arena of Valor","$84,762.48","100.00%","China"
450,"psyche","Zhong, Yaoyang","$84,762.48","Arena of Valor","$84,762.48","100.00%","China"
453,"kyxsan","Damjan Stoilkovski","$84,350.00","Counter-Strike 2","$84,350.00","100.00%","North Macedonia"
454,"ZerO","Kim, Myung Woon","$84,301.64","StarCraft: Remastered","$84,301.64","100.00%","Korea, Republic of"
455,"Jimmy","Jimmy Tan Tien Meng","$83,333.33","Arena of Valor","$83,333.33","100.00%","Malaysia"
456,"johnqt","Mouhamed Amine Ouarid","$83,000.00","VALORANT","$83,000.00","100.00%","Morocco"
456,"Sacy","Gustavo Rossi","$83,000.00","VALORANT","$83,000.00","100.00%","Brazil"
456,"TenZ","Tyson Ngo","$83,000.00","VALORANT","$83,000.00","100.00%","Canada"
456,"zekken","Zachary Patrone","$83,000.00","VALORANT","$83,000.00","100.00%","United States"
456,"Zellsis","Jordan Montemurro","$83,000.00","VALORANT","$83,000.00","100.00%","United States"
461,"Ming","Chen, Haoming","$81,697.68","PLAYERUNKNOWN'S BATTLEGROUNDS Mobile","$75,697.68","92.66%","China"
462,"Nertz","Guy Iluz","$81,650.00","Counter-Strike 2","$81,650.00","100.00%","Israel"
462,"sjuush","Rasmus Beck","$81,650.00","Counter-Strike 2","$81,650.00","100.00%","Denmark"
462,"TeSeS","René Madsen","$81,650.00","Counter-Strike 2","$81,650.00","100.00%","Denmark"
465,"Difoxn","Parit Pornrattanapitak","$81,638.23","Arena of Valor","$81,638.23","100.00%","Thailand"
466,"Batman Bugha","- -","$81,250.00","Fortnite","$81,250.00","100.00%","United States"
467,"Nathansr22","Nathan Ribeiro","$81,123.35","EA Sports FC 24","$81,123.35","100.00%","Brazil"
468,"Jonbeast","Jonathan Marquez","$81,000.00","Madden NFL 24","$56,000.00","69.14%","United States"
469,"BeSt","Doh, Jae Wook","$80,944.99","StarCraft: Remastered","$80,944.99","100.00%","Korea, Republic of"
470,"COZQ","Panuwat Chinwongkate","$80,716.67","Free Fire","$80,716.67","100.00%","Thailand"
470,"ONEMORE","Ratta Poom","$80,716.67","Free Fire","$80,716.67","100.00%","Thailand"
470,"ONFIRE","Phulipat Yosit","$80,716.67","Free Fire","$80,716.67","100.00%","Thailand"
470,"PETER","Thanakorn Choompurad","$80,716.67","Free Fire","$80,716.67","100.00%","Thailand"
474,"COUGAR","- -","$80,656.67","Free Fire","$80,656.67","100.00%","Thailand"
475,"Rapid","- -","$80,500.00","Fortnite","$80,500.00","100.00%","Canada"
476,"BrokenBlade","Sergen Celik","$80,396.00","League of Legends","$80,396.00","100.00%","Germany"
476,"Caps","Rasmus Borregaard Winther","$80,396.00","League of Legends","$80,396.00","100.00%","Denmark"
476,"Hans sama","Steven Liv","$80,396.00","League of Legends","$80,396.00","100.00%","France"
476,"Mikyx","Mihael Mehle","$80,396.00","League of Legends","$80,396.00","100.00%","Slovenia"
476,"Yike","Martin Sundelin","$80,396.00","League of Legends","$80,396.00","100.00%","Sweden"
481,"PogPog","Suniti Singhatanatgige","$80,269.13","Arena of Valor","$80,269.13","100.00%","Thailand"
482,"Ari","Matthew Walker","$79,900.00","Dota 2","$79,900.00","100.00%","United Kingdom"
483,"IpodPro","Pakkapon Saethong","$79,858.40","Arena of Valor","$79,858.40","100.00%","Thailand"
483,"NTNz","Thana Somboonprom","$79,858.40","Arena of Valor","$79,858.40","100.00%","Thailand"
485,"WanMo","Luo, Xueyan","$79,609.48","Arena of Valor","$79,609.48","100.00%","China"
486,"Fuhhnq","Nicholas Wall","$79,333.33","Apex Legends","$79,333.33","100.00%","United States"
486,"Sweetdreams","Chris Sexton","$79,333.33","Apex Legends","$79,333.33","100.00%","United States"
488,"Mithy","Wesley de Oliveira Silva","$78,857.49","Arena of Valor","$78,857.49","100.00%","Brazil"
489,"fame","Pyotr Bolyshev","$78,216.67","Counter-Strike 2","$78,216.67","100.00%","Russian Federation"
489,"FL1T","Evgeniy Lebedev","$78,216.67","Counter-Strike 2","$78,216.67","100.00%","Russian Federation"
489,"Jame","Dzhami Ali","$78,216.67","Counter-Strike 2","$78,216.67","100.00%","Russian Federation"
489,"n0rb3r7","David Danielyan","$78,216.67","Counter-Strike 2","$78,216.67","100.00%","Russian Federation"
493,"DaoShi","Song, Jiantao","$78,143.01","PLAYERUNKNOWN'S BATTLEGROUNDS Mobile","$72,143.01","92.32%","China"
494,"Trashy","- -","$78,012.50","Fortnite","$78,012.50","100.00%","United States"
495,"Bugha","Kyle Giersdorf","$78,008.33","Fortnite","$78,008.33","100.00%","United States"
496,"MoYan","Zhang, Yanjia","$77,773.89","Arena of Valor","$77,773.89","100.00%","China"
497,"Slayr","- -","$77,333.33","Apex Legends","$77,333.33","100.00%","United States"
498,"Arslan Ash","Arslan Siddique","$77,109.20","Tekken 7","$50,000.00","64.84%","Pakistan"
499,"Hotancold","Matthew Stevens","$76,800.00","Rainbow Six Siege","$76,800.00","100.00%","United States"
500,"Fishman","Dmitriy Polishchuk","$76,325.00","Dota 2","$76,325.00","100.00%","Belarus"
